@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}

@data
1324,'2019/09/24 10:57:39:277',19,-5067086,-2370867,-4871261,-8095372,-9016983,-7699326,-7103839,-8285279,-11909298,-12043456,-2699311,-526345,-1909804,-6582908,-8425368,-9016470,-6511440,-8156009,-8493725,-9348269,-3228239,-724759,-3030344,-7174786,-8227472,-9345177,-5985868,-8288624,-9610406,-10070444,-7569542,-6518144,-7240837,-8687764,-5989995,-9212819,-5720631,-8486517,-8689307,-9281704,-9736323,-9606801,-10003362,-9674399,-7897732,-8817547,-6181957,-9013377,-9676711,-6319980,-8023644,-11119260,-10988450,-9739416,-9673114,-8029055,-7234643,-8881790,-7570567,-5069654,-11380370,-11711653,-8294799,-6916495,-10006190,-8495268,-8427674,-9544609,-8558743,-7900041,-12237484,-11515564,-7509143,-7707549,-11585212,-9352114,-10403773,-9812151,-10534073,-10730936,-12564905,-12368297,-8557971,-9284006,-13095362,-11191226,-11454400,-11191743,-11651011,-11781567,-12629665,-12629150,-12036756,-11182481,-11510673,-9867139,-10525070,-12303538,-10001555,-10264470,1
1325,'2019/09/24 10:57:39:309',19,-5067087,-2370868,-4871261,-8095373,-9016984,-7633533,-7103839,-8219743,-11843762,-12108992,-2765104,-526345,-1909804,-6517372,-8425367,-9016469,-6445904,-8156008,-8493979,-9282988,-3228239,-724758,-3030343,-7108994,-8161936,-9345177,-5985868,-8288623,-9544870,-10135979,-7569542,-6518144,-7240837,-8687764,-5989995,-9213075,-5655095,-8486517,-8754842,-9281704,-9736323,-9672338,-10068899,-9674399,-7897732,-8817803,-6181956,-9013376,-9676711,-6320236,-7957851,-11119005,-10988450,-9804697,-9673370,-8094591,-7168851,-8881790,-7570568,-5069654,-11314834,-11711653,-8294800,-6916496,-10006189,-8495267,-8427673,-9544353,-8558743,-7834504,-12237484,-11581101,-7509143,-7707550,-11519676,-9352369,-10337980,-9812151,-10534073,-10730936,-12499624,-12368298,-8623507,-9284006,-13029826,-11190970,-11454400,-11191743,-11651010,-11781567,-12694944,-12629151,-11971220,-11248017,-11510673,-9867139,-10525071,-12303538,-10001557,-10264471,1
1326,'2019/09/24 10:57:39:343',19,-5067343,-2370867,-4805725,-8095372,-8951704,-7699325,-7103840,-8219744,-11909298,-12043712,-2765103,-526345,-1909548,-6517372,-8425623,-9016469,-6511440,-8221544,-8559262,-9282988,-3228496,-724758,-3030343,-7108994,-8161936,-9345176,-5985868,-8288624,-9610661,-10070444,-7569542,-6518144,-7175301,-8687764,-5990251,-9213076,-5720631,-8486517,-8689306,-9216169,-9736324,-9672337,-10068898,-9739935,-7897732,-8817803,-6181957,-9013377,-9676711,-6385773,-7892315,-11119260,-10988451,-9804696,-9673370,-8029311,-7234387,-8881790,-7570568,-5069654,-11314834,-11711652,-8294800,-6916496,-10006189,-8560803,-8362137,-9609888,-8624023,-7834505,-12237484,-11515564,-7574679,-7772830,-11519677,-9352114,-10272444,-9746615,-10534074,-10730937,-12499369,-12368553,-8557971,-9218470,-13029825,-11191226,-11454400,-11257279,-11651009,-11781567,-12629664,-12629149,-12036756,-11248017,-11510673,-9867395,-10525071,-12303538,-10001810,-10264728,1
1327,'2019/09/24 10:57:39:376',19,-5067086,-2370867,-4805725,-8095372,-9016983,-7699326,-7103839,-8285279,-11909553,-12043456,-2699567,-526345,-1909804,-6582908,-8490904,-9082006,-6445904,-8156008,-8493981,-9348269,-3228495,-724758,-2964807,-7174530,-8227472,-9345177,-5985867,-8288623,-9544870,-10070444,-7569542,-6518144,-7175301,-8687764,-5989995,-9212819,-5655095,-8486517,-8689307,-9281704,-9736323,-9606801,-10068898,-9674143,-7897476,-8817803,-6181957,-9013377,-9676711,-6385773,-7957851,-11119261,-10988450,-9804952,-9673114,-8029055,-7169107,-8881791,-7570568,-5069654,-11314833,-11646116,-8294800,-6916496,-9940654,-8495268,-8427672,-9609888,-8558743,-7834504,-12237740,-11515565,-7574679,-7707549,-11585213,-9417905,-10272444,-9812151,-10468537,-10730937,-12564905,-12303017,-8557971,-9283750,-13029826,-11125689,-11520192,-11191743,-11716546,-11781824,-12629664,-12629150,-11970965,-11182481,-11510929,-9867396,-10525326,-12303538,-10001812,-10264727,1
1328,'2019/09/24 10:57:39:409',19,-5001551,-2305331,-4805725,-8095372,-9016984,-7699326,-7103839,-8219743,-11909298,-12043456,-2764847,-526345,-1909804,-6582909,-8425367,-9016470,-6511440,-8156009,-8493981,-9348268,-3228239,-724758,-3030343,-7174786,-8161936,-9345176,-5985867,-8288879,-9544870,-10070444,-7569542,-6518144,-7175301,-8687764,-5989995,-9212819,-5655095,-8486518,-8689307,-9281704,-9736324,-9606801,-10068899,-9674399,-7897732,-8817803,-6181957,-9013377,-9676711,-6385774,-7958107,-11119260,-10988450,-9804952,-9673114,-8094591,-7169107,-8881790,-7570568,-5069654,-11314833,-11711652,-8294799,-6916495,-9940397,-8561060,-8427417,-9609889,-8558487,-7834504,-12237484,-11515565,-7574679,-7707550,-11519677,-9417905,-10272444,-9812151,-10468536,-10730937,-12499369,-12303017,-8557971,-9283750,-12964290,-11191225,-11454401,-11191743,-11651009,-11781824,-12694944,-12629150,-11971221,-11182226,-11510673,-9867396,-10525327,-12303539,-10001812,-10330263,1
1329,'2019/09/24 10:57:39:443',19,-5067342,-2370868,-4871261,-8095371,-9016984,-7633534,-7103839,-8219743,-11843762,-12108993,-2699567,-526345,-1909804,-6517372,-8425623,-9016470,-6511440,-8156008,-8559516,-9348268,-3228495,-724758,-2964807,-7108994,-8161936,-9345176,-5985868,-8288624,-9545126,-10135979,-7635078,-6518144,-7175301,-8687764,-5989994,-9213075,-5655095,-8486517,-8754842,-9281704,-9736324,-9606801,-10068898,-9674400,-7897731,-8817803,-6181956,-9013377,-9742247,-6386031,-7957851,-11119260,-10988706,-9804952,-9673114,-8094591,-7168851,-8947326,-7570824,-5069654,-11314834,-11711652,-8360336,-6982032,-9874861,-8495524,-8362137,-9609888,-8624279,-7899784,-12237740,-11515565,-7509143,-7707549,-11585213,-9417905,-10272444,-9811896,-10468537,-10730936,-12499369,-12302761,-8557971,-9218213,-12964290,-11191226,-11454656,-11191743,-11651010,-11781567,-12629664,-12694687,-11970965,-11182481,-11510673,-9932932,-10525327,-12303538,-10067347,-10330263,1
1330,'2019/09/24 10:57:39:477',19,-5067087,-2370867,-4805725,-8095372,-9016984,-7699326,-7103839,-8219743,-11909298,-12108993,-2765104,-526345,-1909804,-6517372,-8425623,-9082005,-6511440,-8156008,-8493981,-9348525,-3228495,-724759,-3030343,-7174530,-8161936,-9345176,-5985868,-8288624,-9545125,-10070444,-7569542,-6518144,-7240581,-8687765,-6055531,-9278355,-5655095,-8486517,-8754843,-9281705,-9736324,-9606801,-10068898,-9674143,-7897732,-8817803,-6181957,-9013377,-9676711,-6386030,-7957851,-11119004,-10988706,-9804952,-9673370,-8029055,-7168851,-8881790,-7570825,-5069654,-11314833,-11711652,-8360336,-6916495,-9874861,-8495268,-8361880,-9609889,-8558743,-7834248,-12237483,-11581100,-7509143,-7707549,-11585213,-9483441,-10272443,-9746103,-10534073,-10730936,-12499624,-12368297,-8557972,-9218469,-12964289,-11190969,-11520193,-11191742,-11651011,-11781568,-12629664,-12629150,-11970965,-11182481,-11510929,-9867396,-10525328,-12303539,-10067348,-10264728,1
1331,'2019/09/24 10:57:39:509',19,-5067087,-2370867,-4805726,-8095372,-9016984,-7699325,-7103839,-8219743,-11909299,-12108992,-2765104,-526345,-1909804,-6517372,-8425623,-9016469,-6445904,-8156008,-8493981,-9348524,-3228239,-724759,-3030343,-7174530,-8161936,-9345176,-5985867,-8288624,-9545125,-10070443,-7569541,-6518144,-7240581,-8687764,-6055786,-9212819,-5720630,-8486517,-8689306,-9281705,-9736324,-9672337,-10068898,-9674399,-7897731,-8817547,-6181957,-9013377,-9676711,-6451566,-7957851,-11119004,-10988451,-9804952,-9673370,-8029054,-7234387,-8881790,-7570825,-5069654,-11314833,-11646117,-8360336,-6916495,-9940397,-8495523,-8361880,-9609889,-8558743,-7834247,-12237484,-11515565,-7509143,-7773085,-11585469,-9417905,-10272443,-9746103,-10534073,-10730936,-12564905,-12302761,-8558227,-9218470,-12964290,-11125434,-11454656,-11191743,-11716546,-11781824,-12629407,-12629149,-11970965,-11248017,-11510930,-9932932,-10525328,-12303539,-10132885,-10330264,1
1332,'2019/09/24 10:57:39:542',19,-5067087,-2370867,-4805725,-8095371,-9016985,-7699326,-7103839,-8285279,-11843762,-12043457,-2765103,-526345,-1909803,-6517372,-8425624,-9016469,-6511440,-8156008,-8559516,-9348525,-3228239,-724759,-3030343,-7174529,-8227472,-9345176,-5985867,-8354160,-9544869,-10135979,-7569542,-6518144,-7240581,-8687763,-5989995,-9213075,-5720631,-8486517,-8754843,-9216424,-9736324,-9606802,-10068898,-9674399,-7897732,-8817803,-6181957,-9013377,-9676711,-6451566,-7957851,-11119260,-10988450,-9804952,-9673370,-8029055,-7168851,-8881790,-7570824,-5069654,-11380370,-11646117,-8360335,-6916495,-9874861,-8495268,-8361880,-9609889,-8624023,-7834248,-12237483,-11581100,-7509143,-7707549,-11650749,-9417905,-10272444,-9745847,-10468537,-10730936,-12499369,-12303017,-8557971,-9218470,-12964035,-11125434,-11454656,-11191486,-11716546,-11781568,-12629664,-12629150,-11970965,-11248017,-11576465,-9933189,-10525583,-12303795,-10067605,-10264728,1
1333,'2019/09/24 10:57:39:576',19,-5067087,-2370867,-4805725,-8095371,-9016985,-7633789,-7104096,-8219743,-11843762,-12108992,-2765104,-526345,-1909548,-6517372,-8425623,-9016469,-6511440,-8156008,-8493980,-9348525,-3228496,-724758,-2964807,-7174530,-8161937,-9345176,-5985868,-8288623,-9610405,-10135979,-7569542,-6518144,-7240581,-8687764,-5990251,-9213076,-5720630,-8486517,-8754843,-9216424,-9736324,-9606801,-10068642,-9674398,-7897732,-8883339,-6181956,-9013377,-9676712,-6451566,-7892315,-11119260,-10988450,-9804952,-9673370,-8029054,-7168851,-8881790,-7570825,-5069654,-11314577,-11711652,-8360336,-6916239,-9874861,-8495267,-8427416,-9609888,-8624023,-7834248,-12237740,-11581100,-7574679,-7707294,-11585469,-9483441,-10272444,-9680566,-10534073,-10665400,-12564905,-12368298,-8557972,-9218214,-12964290,-11125434,-11520192,-11125951,-11716546,-11781823,-12629408,-12629151,-11905429,-11182481,-11510929,-9933189,-10525329,-12303796,-10133141,-10330263,1
1334,'2019/09/24 10:57:39:609',19,-5067087,-2370867,-4805725,-8095371,-9016984,-7699325,-7103839,-8285278,-11844018,-12108992,-2765103,-526345,-1909804,-6582908,-8425624,-9016470,-6511440,-8156009,-8493980,-9348269,-3228495,-724758,-3030344,-7108994,-8161936,-9345177,-5985868,-8288624,-9610406,-10070443,-7569543,-6583680,-7240837,-8687764,-5990251,-9213075,-5655095,-8486517,-8754842,-9281704,-9736323,-9672337,-10068898,-9674399,-7897732,-8817803,-6181957,-9013377,-9676711,-6451566,-7892315,-11119260,-10988450,-9804697,-9673370,-8029054,-7168851,-8881791,-7505288,-5069654,-11314833,-11711653,-8360335,-6916239,-9940396,-8495267,-8427416,-9609887,-8558487,-7834248,-12237484,-11515565,-7509142,-7773086,-11585469,-9417906,-10272444,-9680309,-10468538,-10730680,-12564905,-12368297,-8557972,-9218470,-12964290,-11125434,-11454657,-11125950,-11651010,-11781567,-12694945,-12629150,-11905429,-11182482,-11510930,-9933189,-10525584,-12369331,-10133141,-10330264,1
1335,'2019/09/24 10:57:39:643',19,-5067087,-2370867,-4805725,-8095372,-9016985,-7699326,-7103838,-8219743,-11844018,-12043456,-2699567,-526345,-1909804,-6517373,-8425623,-9082006,-6511440,-8156009,-8559516,-9282989,-3228239,-724759,-3030343,-7174786,-8161937,-9345176,-5985868,-8288624,-9610406,-10135979,-7569542,-6518144,-7175301,-8687765,-6055531,-9212819,-5720375,-8486517,-8689306,-9281704,-9736324,-9672337,-10068899,-9674143,-7897731,-8817547,-6181957,-9013377,-9676711,-6451567,-7958108,-11119004,-10988451,-9804952,-9673370,-8028798,-7168851,-8947326,-7570568,-5069654,-11314834,-11711653,-8360335,-6916495,-9874860,-8495267,-8427416,-9609888,-8558486,-7834247,-12237483,-11581101,-7509143,-7707550,-11585469,-9417906,-10272444,-9680310,-10468537,-10730680,-12565161,-12368298,-8492436,-9218469,-12964034,-11125434,-11520193,-11125950,-11716546,-11716032,-12695200,-12629150,-11970964,-11248018,-11510930,-9933189,-10525585,-12303796,-10133141,-10330519,1
1336,'2019/09/24 10:57:39:677',19,-5067087,-2370867,-4805725,-8095628,-9016984,-7699326,-7103839,-8285279,-11778482,-12043456,-2699311,-526345,-1909804,-6517373,-8425623,-9082005,-6511440,-8156009,-8493725,-9348269,-3228240,-724758,-3030343,-7174785,-8161936,-9345176,-5985868,-8288624,-9544870,-10135979,-7569541,-6518144,-7240837,-8687764,-6055531,-9212819,-5720631,-8486517,-8754842,-9281704,-9736324,-9606802,-10068899,-9674399,-7897476,-8817803,-6181957,-9013377,-9742247,-6451822,-7958108,-11119260,-10988450,-9804952,-9673370,-8028798,-7168850,-8881790,-7570825,-5069654,-11314834,-11711653,-8360335,-6916495,-9874861,-8495267,-8427416,-9609888,-8558486,-7834248,-12237483,-11515565,-7509142,-7707550,-11585469,-9417905,-10272444,-9680309,-10534072,-10730936,-12499625,-12302761,-8492436,-9218469,-12964034,-11059897,-11454657,-11125950,-11651010,-11781567,-12629409,-12629150,-11970964,-11182482,-11510930,-9933189,-10525584,-12369076,-10133141,-10330520,1
1337,'2019/09/24 10:57:39:709',19,-5067343,-2370867,-4805725,-8095371,-9017240,-7699069,-7104095,-8219744,-11843761,-12043457,-2765103,-526345,-1909803,-6517372,-8491160,-9016469,-6511440,-8156009,-8559260,-9348269,-3228239,-724758,-2964807,-7108994,-8161936,-9345176,-5985868,-8288623,-9610405,-10070444,-7569542,-6518144,-7240581,-8687765,-5989995,-9278611,-5720631,-8486517,-8754842,-9281705,-9736324,-9606802,-10068898,-9674143,-7897476,-8883339,-6181956,-9013377,-9742248,-6517359,-7957851,-11119004,-10988706,-9804951,-9673370,-8029055,-7168850,-8881790,-7636361,-5069654,-11314833,-11711653,-8360335,-6916239,-9874861,-8495267,-8427416,-9609888,-8558743,-7834248,-12237485,-11581101,-7509143,-7707549,-11585468,-9483441,-10272443,-9680310,-10468536,-10730680,-12499370,-12302761,-8557971,-9218213,-12964034,-11059897,-11520193,-11125950,-11651010,-11781567,-12629409,-12629150,-11970965,-11182482,-11576465,-9933189,-10525584,-12303795,-10133141,-10330520,1
1338,'2019/09/24 10:57:39:743',19,-5067088,-2370867,-4805725,-8095372,-9082520,-7699070,-7104095,-8219743,-11843762,-12043456,-2765104,-526345,-1909548,-6517371,-8491159,-9016469,-6511440,-8156008,-8493980,-9282988,-3228496,-724758,-2964551,-7108994,-8161936,-9345176,-5985868,-8288624,-9610405,-10070443,-7569542,-6518144,-7175301,-8687764,-6055531,-9278612,-5720631,-8486516,-8754843,-9216168,-9736324,-9606801,-10068899,-9674399,-7897732,-8817803,-6181956,-9013377,-9676711,-6451824,-7892314,-11119004,-10988706,-9804696,-9738906,-8094590,-7168850,-8881791,-7570826,-5069654,-11314578,-11711653,-8360591,-6916238,-9874861,-8495267,-8427416,-9609888,-8558743,-7834248,-12237739,-11515565,-7574679,-7707549,-11585469,-9483442,-10272444,-9680309,-10534073,-10730680,-12499625,-12368553,-8557972,-9218213,-12964290,-11125434,-11520193,-11125950,-11716545,-11781568,-12695200,-12629150,-11970965,-11182482,-11576466,-9933189,-10591121,-12369331,-10133141,-10330264,1
1339,'2019/09/24 10:57:39:776',19,-5067087,-2370867,-4805725,-8095371,-9016984,-7699326,-7103839,-8219743,-11909555,-12108992,-2699567,-526345,-1909804,-6517372,-8491159,-9082006,-6511440,-8156008,-8493980,-9348269,-3228239,-724758,-2964808,-7108994,-8161935,-9345176,-5985868,-8288879,-9544870,-10070443,-7569542,-6518144,-7240837,-8687764,-5989995,-9212819,-5655095,-8486517,-8754842,-9216169,-9736324,-9606801,-10068899,-9674399,-7897732,-8817547,-6182212,-9013377,-9676711,-6517358,-7957851,-11119260,-10988451,-9804952,-9673370,-8028798,-7168850,-8881790,-7570825,-5069654,-11380114,-11711653,-8360336,-6916495,-9874860,-8495267,-8361880,-9609889,-8558486,-7834248,-12237484,-11515565,-7509143,-7707550,-11585469,-9417905,-10272444,-9680309,-10468536,-10730936,-12499625,-12368297,-8492436,-9218213,-12898498,-11059897,-11520193,-11125951,-11716545,-11781567,-12694945,-12694686,-11970965,-11182481,-11576466,-9933189,-10591120,-12369332,-10133141,-10330520,1
1340,'2019/09/24 10:57:39:809',19,-5001551,-2370867,-4871261,-8095372,-9016984,-7699326,-7103839,-8285280,-11909299,-12108993,-2699311,-526345,-1909804,-6517628,-8425623,-9016470,-6511439,-8156009,-8493980,-9348525,-3162703,-724759,-3030344,-7174531,-8161936,-9345176,-5985868,-8288624,-9610406,-10135979,-7569286,-6518144,-7240837,-8687765,-6055531,-9212819,-5655094,-8486518,-8754842,-9216168,-9736323,-9606801,-10068898,-9674399,-7897732,-8817547,-6181957,-9013377,-9676711,-6517359,-8023644,-11119260,-10922914,-9804953,-9673369,-8028798,-7168851,-8881790,-7570825,-5069654,-11314833,-11711653,-8360335,-6916495,-9874861,-8495268,-8427416,-9609889,-8558742,-7834247,-12303019,-11515565,-7509142,-7707550,-11585469,-9483442,-10272444,-9680309,-10468537,-10665400,-12499625,-12368298,-8492691,-9218213,-12898754,-11125434,-11454657,-11125950,-11716546,-11847103,-12695200,-12629150,-11905428,-11247762,-11510929,-9933189,-10525585,-12303795,-10133141,-10330263,1
1341,'2019/09/24 10:57:39:842',19,-5067087,-2370867,-4805726,-8095371,-9016984,-7633534,-7104096,-8219744,-11843762,-12043456,-2764848,-526345,-1909804,-6517372,-8425623,-9016214,-6511440,-8156009,-8559517,-9348524,-3228239,-724758,-2964807,-7108993,-8161936,-9345177,-5985868,-8354159,-9544869,-10070444,-7569542,-6583679,-7240837,-8687763,-5989995,-9212820,-5720631,-8486517,-8754842,-9216425,-9736324,-9606546,-10068899,-9674399,-7897476,-8817803,-6181956,-9013376,-9676712,-6517360,-7957851,-11119260,-10988450,-9804696,-9673370,-8029054,-7168851,-8881790,-7570826,-5069654,-11314834,-11711652,-8425872,-6916239,-9874861,-8495267,-8361880,-9609888,-8624279,-7834248,-12172204,-11515566,-7509142,-7707294,-11585469,-9417905,-10272444,-9680309,-10468537,-10730680,-12499626,-12368297,-8492692,-9218213,-12964034,-11059897,-11520194,-11125950,-11651010,-11781568,-12629664,-12629149,-11905428,-11248018,-11510929,-9933190,-10591121,-12303795,-10133141,-10330264,1
1342,'2019/09/24 10:57:39:876',19,-5067343,-2370867,-4805725,-8095372,-9082520,-7699069,-7103840,-8219743,-11843762,-12108993,-2765104,-526345,-1909547,-6517372,-8425623,-9016469,-6511440,-8221544,-8493725,-9348269,-3228496,-724758,-2964551,-7108994,-8161936,-9345177,-5986124,-8288624,-9610405,-10070443,-7569542,-6518144,-7175045,-8687764,-6055787,-9213076,-5720631,-8486262,-8689306,-9281705,-9736324,-9606801,-10068898,-9674398,-7897732,-8883339,-6181956,-9013376,-9676968,-6517359,-7892059,-11119260,-10988450,-9804696,-9673370,-8094590,-7168850,-8881790,-7636361,-5069654,-11314578,-11711652,-8360336,-6916238,-9874861,-8495267,-8361881,-9609888,-8624279,-7834248,-12237740,-11515565,-7509143,-7641757,-11585469,-9483441,-10272444,-9680310,-10534072,-10730680,-12499625,-12368297,-8492692,-9152678,-12964034,-11059897,-11520194,-11125950,-11651010,-11781567,-12694945,-12629151,-11970965,-11182482,-11576465,-9933188,-10525585,-12369331,-10133141,-10330264,1
1343,'2019/09/24 10:57:39:909',19,-5067087,-2370867,-4805725,-8095372,-9016984,-7699325,-7103839,-8285279,-11909298,-12043457,-2765103,-526345,-1909804,-6517372,-8425367,-9082005,-6445904,-8156009,-8493981,-9348525,-3228495,-724758,-3030343,-7174530,-8227216,-9345176,-5985868,-8288624,-9610662,-10070443,-7569542,-6518144,-7240836,-8687764,-6055786,-9212819,-5720631,-8486517,-8689307,-9281705,-9736324,-9606802,-10068898,-9674398,-7897732,-8817547,-6181957,-9013377,-9676711,-6517358,-7957851,-11119259,-10988450,-9804696,-9673370,-8029054,-7168850,-8881790,-7570825,-5069654,-11314577,-11711652,-8360336,-6981775,-9874861,-8495268,-8427416,-9675424,-8624279,-7899784,-12237739,-11581100,-7509142,-7707294,-11585469,-9417905,-10272444,-9680309,-10534072,-10665400,-12499625,-12368297,-8557972,-9218213,-12964290,-11125433,-11454657,-11125950,-11716546,-11781568,-12629409,-12629150,-11905429,-11182482,-11510930,-9932932,-10525584,-12369332,-10133141,-10264984,1
1344,'2019/09/24 10:57:39:943',19,-5067087,-2370867,-4805725,-8095372,-9016984,-7699325,-7103839,-8285279,-11909298,-12043457,-2765103,-526345,-1909804,-6517372,-8425367,-9082005,-6445904,-8156009,-8493981,-9348525,-3228495,-724758,-3030343,-7174530,-8227216,-9345176,-5985868,-8288624,-9610662,-10070443,-7569542,-6518144,-7240836,-8687764,-6055786,-9212819,-5720631,-8486517,-8689307,-9281705,-9736324,-9606802,-10068898,-9674398,-7897732,-8817547,-6181957,-9013377,-9676711,-6517358,-7957851,-11119259,-10988450,-9804696,-9673370,-8029054,-7168850,-8881790,-7570825,-5069654,-11314577,-11711652,-8360336,-6981775,-9874861,-8495268,-8427416,-9675424,-8624279,-7899784,-12237739,-11581100,-7509142,-7707294,-11585469,-9417905,-10272444,-9680309,-10534072,-10665400,-12499625,-12368297,-8557972,-9218213,-12964290,-11125433,-11454657,-11125950,-11716546,-11781568,-12629409,-12629150,-11905429,-11182482,-11510930,-9932932,-10525584,-12369332,-10133141,-10264984,1
1345,'2019/09/24 10:57:39:981',19,-5067087,-2370867,-4805725,-8095371,-9016984,-7633789,-7104095,-8285279,-11843762,-12043456,-2699311,-526345,-1909804,-6517373,-8491159,-9016469,-6511440,-8156008,-8559517,-9348268,-3228239,-724758,-3030343,-7174530,-8161936,-9345176,-5985868,-8288623,-9610405,-10070443,-7569542,-6518144,-7240837,-8687764,-5989995,-9212820,-5720631,-8486517,-8689306,-9281705,-9736323,-9606801,-10068898,-9739679,-7897732,-8817803,-6181957,-9013377,-9676712,-6517359,-8023643,-11119260,-10988451,-9804696,-9673114,-8029054,-7168851,-8881790,-7570825,-5069654,-11314834,-11646117,-8360336,-6916239,-9940397,-8495268,-8427673,-9609889,-8624280,-7834505,-12237739,-11581101,-7509142,-7707293,-11585213,-9417906,-10272444,-9680310,-10534073,-10730936,-12565161,-12302761,-8557971,-9218213,-12964290,-11125434,-11520193,-11125950,-11651010,-11781567,-12629409,-12629150,-11905429,-11182226,-11510930,-9867396,-10591120,-12369331,-10133139,-10330263,1
1346,'2019/09/24 10:57:40:010',19,-5067343,-2370867,-4805725,-8095372,-9016985,-7699069,-7169375,-8219743,-11843762,-12043456,-2765103,-526345,-1909548,-6517372,-8425623,-9081750,-6511440,-8156008,-8559260,-9348524,-3228495,-724758,-2964807,-7174529,-8161936,-9345176,-5985868,-8288623,-9610406,-10070443,-7569542,-6518144,-7240837,-8687765,-6055531,-9212820,-5655095,-8486517,-8754842,-9281705,-9736324,-9606801,-10068898,-9674399,-7897476,-8817803,-6181956,-9013377,-9742247,-6517359,-7892315,-11119004,-10988451,-9804696,-9673114,-8094591,-7168850,-8947326,-7570825,-5069654,-11314833,-11646116,-8360336,-6916495,-9875117,-8495267,-8427673,-9609889,-8624279,-7900041,-12237485,-11515565,-7574679,-7707293,-11585468,-9417906,-10272444,-9680310,-10468537,-10665144,-12564905,-12368553,-8557971,-9218213,-12964290,-11125434,-11520193,-11125950,-11651009,-11781568,-12695200,-12629150,-11970964,-11247762,-11510929,-9932932,-10525584,-12369332,-10067604,-10264728,1
1347,'2019/09/24 10:57:40:043',19,-5067087,-2370867,-4805725,-8095371,-9016984,-7699326,-7103839,-8219744,-11909298,-12043456,-2765103,-526345,-1909803,-6517372,-8425623,-9016469,-6511440,-8156009,-8493981,-9348524,-3228496,-724759,-3030344,-7108994,-8161936,-9345176,-5985868,-8288880,-9610406,-10070443,-7569542,-6583680,-7240837,-8687764,-6055531,-9212819,-5720630,-8486517,-8689307,-9281704,-9736324,-9606801,-10068898,-9674143,-7897732,-8817803,-6181957,-9013377,-9676711,-6517359,-7957851,-11119260,-10988451,-9804696,-9673114,-8029054,-7234387,-8947327,-7570825,-5135190,-11314577,-11711653,-8360335,-6916240,-9940653,-8495267,-8427672,-9609889,-8624279,-7900041,-12237483,-11515564,-7574679,-7707549,-11519932,-9417905,-10272443,-9680310,-10468537,-10730936,-12564905,-12368297,-8557972,-9283749,-12964291,-11125433,-11520193,-11125951,-11651010,-11716288,-12694944,-12629150,-11970965,-11247762,-11510673,-9867396,-10525328,-12369331,-10133140,-10264728,1
