@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}

@data
1734,'2019/09/24 10:58:07:930',21,-4869708,-2239025,-4673883,-6649472,-7901077,-8953246,-9742759,-9742501,-11188660,-11647928,-2567725,-526345,-1778219,-5138293,-8889000,-9611430,-8490375,-8090990,-8362140,-9216683,-3096654,-724759,-2898502,-5927035,-7966100,-9279129,-5788490,-8091245,-9413028,-9872808,-7437700,-6451839,-7109252,-8161935,-7374475,-9212820,-5457205,-8288883,-8491670,-7241606,-9538689,-9474703,-9936800,-9608349,-7963012,-8685960,-6050115,-8750206,-8622736,-4345673,-7826009,-10921368,-10724249,-9737356,-9935254,-7828845,-6970959,-8618363,-6122602,-4871761,-11182479,-11513759,-8948866,-6516850,-8886425,-7506829,-7896183,-9607318,-6714997,-6187623,-12040104,-11448999,-6455427,-8429475,-11255991,-8759466,-9218990,-9612976,-10138291,-10269617,-12301734,-11776677,-7770515,-9284007,-11321267,-10534328,-11323842,-10731452,-11650497,-11452858,-12497054,-12365467,-10656396,-10855577,-11775385,-10462619,-10593436,-11975602,-10725536,-10922144,2
1735,'2019/09/24 10:58:07:964',21,-4804172,-2239282,-4673883,-6715264,-7900821,-8887454,-9742757,-9742756,-11188403,-11582647,-2567726,-526345,-1777962,-5138037,-8888999,-9676967,-8556424,-8090989,-8427676,-9151147,-3096654,-724758,-2898502,-5861499,-7966100,-9279385,-5788491,-8091246,-9413027,-9872808,-7437700,-6451839,-7108996,-8161679,-7374474,-9278612,-5391669,-8223346,-8556951,-7307399,-9538688,-9474703,-9936800,-9673629,-7963269,-8817290,-5918786,-8749949,-8688530,-4280137,-7826009,-10921368,-10658713,-9737357,-9935254,-7894639,-6905166,-8618363,-6253675,-4806224,-11182734,-11513504,-9014659,-6451314,-8886425,-7506829,-7896183,-9541781,-6715253,-6187623,-12039849,-11448999,-6455428,-8429474,-11321528,-8759466,-9218989,-9678255,-10138546,-10269617,-12236198,-11842214,-7770515,-9218215,-11321267,-10534328,-11389378,-10731195,-11650496,-11518394,-12431773,-12365723,-10656396,-10855321,-11775129,-10462362,-10593436,-11909810,-10725280,-10856607,2
1736,'2019/09/24 10:58:07:998',21,-4869709,-2239282,-4608347,-6780800,-7900821,-8887454,-9677221,-9742757,-11188404,-11582647,-2633262,-526345,-1777962,-5072500,-8888999,-9611431,-8556681,-8090990,-8362139,-9151147,-3162191,-724759,-2832710,-5861499,-7966100,-9279384,-5788491,-8091245,-9413027,-9938343,-7437700,-6386558,-7108995,-8096142,-7374474,-9278612,-5457205,-8288882,-8556951,-7307655,-9538688,-9474702,-9937056,-9608350,-7963269,-8817290,-5918786,-8750205,-8622994,-4345417,-7760217,-10855832,-10724505,-9737357,-10000790,-7894639,-6905166,-8618362,-6253931,-4806224,-11116944,-11513759,-9080450,-6385777,-8886425,-7507086,-7896183,-9541782,-6715254,-6187623,-12039849,-11448999,-6521220,-8298145,-11321784,-8759467,-9153454,-9678512,-10138545,-10269617,-12301734,-11776934,-7770515,-9152678,-11386804,-10534328,-11323842,-10731452,-11650496,-11452858,-12431518,-12365724,-10721932,-10789784,-11775129,-10396826,-10593180,-11909810,-10659999,-10856607,2
1737,'2019/09/24 10:58:08:031',21,-4869708,-2239282,-4673883,-6780800,-7900820,-8887197,-9677221,-9742757,-11188404,-11647926,-2633261,-526345,-1777962,-5072757,-8888999,-9611431,-8556681,-8090990,-8362141,-9216684,-3096654,-724758,-2898502,-5927035,-7966100,-9279129,-5788491,-8091245,-9413026,-9872808,-7437700,-6451838,-7108996,-8096143,-7374730,-9278356,-5457205,-8223347,-8491415,-7307399,-9538688,-9474703,-9937056,-9608350,-7963269,-8751753,-5984323,-8750206,-8622738,-4345417,-7760473,-10921368,-10724249,-9737356,-10000790,-7829102,-6905166,-8683899,-6188139,-4806224,-11182479,-11579295,-9014659,-6451314,-8886425,-7506830,-7896183,-9607318,-6715254,-6187623,-12039849,-11448999,-6586500,-8298146,-11321784,-8759466,-9218989,-9678256,-10138545,-10269617,-12301733,-11842470,-7770515,-9218215,-11321267,-10534328,-11323842,-10731451,-11585216,-11518394,-12366238,-12365468,-10721933,-10855320,-11775129,-10396570,-10658716,-11975347,-10660000,-10856607,2
1738,'2019/09/24 10:58:08:063',21,-4803916,-2239026,-4673883,-6780801,-7900821,-8821661,-9676966,-9742757,-11188404,-11582392,-2567469,-526345,-1843499,-5138293,-8888999,-9676966,-8556681,-8090991,-8362140,-9216684,-3096398,-724758,-2898503,-5927035,-7966355,-9279384,-5788490,-8091246,-9413027,-9872809,-7437700,-6451839,-7108996,-8096143,-7374731,-9278355,-5457205,-8288883,-8556952,-7307655,-9538689,-9474703,-9936800,-9608349,-7963269,-8751497,-5984579,-8750206,-8622737,-4280137,-7826266,-10921368,-10658712,-9803149,-9935254,-7828845,-6970958,-8683899,-6188139,-4806224,-11182736,-11513759,-8948867,-6451314,-8886170,-7506829,-7896183,-9541782,-6715253,-6187623,-12039850,-11448999,-6586499,-8363938,-11321527,-8759466,-9218990,-9678256,-10138290,-10269361,-12301733,-11842470,-7770515,-9218215,-11321267,-10534328,-11389378,-10731195,-11584960,-11452858,-12431518,-12365724,-10722188,-10855320,-11775129,-10396570,-10593180,-11910067,-10659999,-10791071,2
1739,'2019/09/24 10:58:08:098',21,-4869709,-2239282,-4608091,-6780800,-7900821,-8821661,-9677221,-9742757,-11122867,-11582391,-2633262,-526345,-1712425,-5072244,-8823462,-9611431,-8622474,-8091247,-8362140,-9151147,-3162191,-724758,-2832710,-5861242,-7966356,-9279384,-5788748,-8091245,-9413026,-9872808,-7437700,-6386303,-7043459,-8161679,-7374731,-9344148,-5391669,-8223346,-8557206,-7307656,-9538688,-9474703,-9936800,-9608349,-7963268,-8883082,-5852994,-8749949,-8688530,-4345674,-7694680,-10921368,-10724505,-9737356,-10000791,-7894895,-6839373,-8618363,-6253932,-4805968,-11116943,-11513759,-9080452,-6385521,-8886169,-7506830,-7896183,-9541781,-6781046,-6187623,-11974568,-11448999,-6521220,-8363937,-11321526,-8759466,-9218989,-9678256,-10138290,-10269617,-12236198,-11842470,-7770515,-9218215,-11321268,-10534328,-11323842,-10731195,-11650497,-11518394,-12497054,-12365468,-10787724,-10855320,-11775127,-10396570,-10593180,-11909810,-10659999,-10856607,2
1740,'2019/09/24 10:58:12:595',22,-5001034,-2370609,-4739416,-7963528,-9016470,-5136487,-7967637,-10466734,-10729134,-11320497,-2764588,-526345,-1777702,-6451063,-8359316,-6321787,-7767165,-8883072,-8954785,-9216682,-3227723,-658964,-2897985,-7042684,-8095628,-7767687,-6845803,-8156778,-9478561,-9938599,-7502977,-6451579,-7043200,-8555920,-5923943,-9146768,-6118991,-8288880,-8622485,-8557722,-9538685,-9474443,-9871261,-9542297,-7765631,-8817032,-5918269,-8815226,-9017750,-4937808,-7628628,-10921108,-10724502,-9737353,-10000531,-7960429,-6904648,-8683896,-6714225,-4608584,-11116426,-11579036,-9277312,-6319212,-8951446,-7572106,-7895666,-9607058,-7109496,-6318950,-12105381,-11580069,-6652290,-8232349,-11387318,-8759462,-9087401,-9612716,-10072751,-10203821,-12301731,-11908003,-7836305,-9086883,-11386802,-10534326,-11323840,-10665658,-11650239,-11452599,-12497050,-12431257,-10787465,-10855061,-11840919,-10593946,-10593434,-11975601,-10791070,-10856604,3
1741,'2019/09/24 10:58:12:628',22,-5001034,-2370608,-4739417,-8029063,-8950933,-5136487,-7901845,-10466989,-10663854,-11254962,-2699051,-526345,-1777702,-6450807,-8359316,-6321531,-7767165,-8883072,-9020321,-9216682,-3227723,-658964,-2897985,-6977149,-8095629,-7767687,-6911340,-8090987,-9478305,-9938599,-7502977,-6451579,-7043199,-8555920,-5923944,-9146769,-6118992,-8288880,-8622485,-8623258,-9604222,-9474443,-9871261,-9542297,-7765631,-8817032,-5918269,-8815226,-9017750,-4937808,-7628628,-10921108,-10724502,-9737353,-10000531,-8025965,-6904648,-8683639,-6780017,-4608584,-11116426,-11579036,-9277313,-6319212,-8951701,-7572106,-7895665,-9607058,-7043960,-6384486,-12170918,-11580069,-6652289,-8232350,-11387317,-8759207,-9087401,-9612716,-10072495,-10203822,-12367011,-11973540,-7901841,-9152419,-11386801,-10534326,-11258048,-10665657,-11650494,-11517879,-12497050,-12431000,-10787721,-10789782,-11906455,-10528409,-10658970,-11975602,-10791069,-10856604,3
1742,'2019/09/24 10:58:12:661',22,-5001034,-2370608,-4739417,-8029063,-8950933,-5136487,-7901845,-10466989,-10663854,-11254962,-2699051,-526345,-1777702,-6450807,-8359316,-6321531,-7767165,-8883072,-9020321,-9216682,-3227723,-658964,-2897985,-6977149,-8095629,-7767687,-6911340,-8090987,-9478305,-9938599,-7502977,-6451579,-7043199,-8555920,-5923944,-9146769,-6118992,-8288880,-8622485,-8623258,-9604222,-9474443,-9871261,-9542297,-7765631,-8817032,-5918269,-8815226,-9017750,-4937808,-7628628,-10921108,-10724502,-9737353,-10000531,-8025965,-6904648,-8683639,-6780017,-4608584,-11116426,-11579036,-9277313,-6319212,-8951701,-7572106,-7895665,-9607058,-7043960,-6384486,-12170918,-11580069,-6652289,-8232350,-11387317,-8759207,-9087401,-9612716,-10072495,-10203822,-12367011,-11973540,-7901841,-9152419,-11386801,-10534326,-11258048,-10665657,-11650494,-11517879,-12497050,-12431000,-10787721,-10789782,-11906455,-10528409,-10658970,-11975602,-10791069,-10856604,3
1743,'2019/09/24 10:58:12:694',22,-5066570,-2436401,-4739416,-7963527,-9016470,-5136487,-7836052,-10466733,-10729390,-11254961,-2764588,-526345,-1777702,-6385271,-8359316,-6321788,-7767423,-8883072,-9020321,-9216681,-3227979,-658964,-2832449,-6977148,-8095628,-7833224,-6911597,-8156522,-9413024,-9938599,-7503233,-6451579,-7043199,-8555663,-5923943,-9146768,-6053455,-8288624,-8622485,-8623259,-9604221,-9474443,-9936541,-9607833,-7765631,-8817289,-5852732,-8815226,-9083287,-4937808,-7562835,-10921108,-10790039,-9737097,-9935252,-8026222,-6838855,-8683639,-6780018,-4608584,-11116425,-11579036,-9342849,-6318955,-8886165,-7572105,-7895666,-9607058,-7109753,-6319206,-12105382,-11580069,-6652290,-8232093,-11387317,-8759206,-9152937,-9612716,-10072495,-10138286,-12367267,-11973795,-7901840,-9086627,-11452338,-10534326,-11323584,-10731194,-11650495,-11517880,-12497050,-12431000,-10787465,-10789525,-11906710,-10528410,-10658970,-12041138,-10791070,-10856605,3
1744,'2019/09/24 10:58:12:728',22,-5066571,-2436401,-4673624,-7963528,-9016726,-5202023,-7901588,-10466990,-10729390,-11254962,-2764845,-526345,-1777702,-6385271,-8359316,-6387068,-7767422,-8948351,-8954529,-9216937,-3293516,-658964,-2832448,-6976893,-8095629,-7899016,-6977390,-8156522,-9478560,-9938598,-7503233,-6386044,-7043200,-8555664,-5923943,-9146769,-6053455,-8288624,-8556948,-8623258,-9604221,-9474442,-9936540,-9607833,-7765631,-8817289,-5852477,-8815226,-9017750,-4937809,-7497043,-10921108,-10790038,-9737353,-9935251,-8026222,-6839111,-8683639,-6780018,-4608584,-11116425,-11579036,-9343105,-6253419,-8951446,-7572105,-7895666,-9607058,-7109752,-6384487,-12039846,-11580325,-6717826,-8166556,-11387318,-8759206,-9087401,-9612717,-10072494,-10203565,-12367266,-11973795,-7901841,-9086627,-11452338,-10534325,-11258304,-10665657,-11650239,-11518135,-12497051,-12431256,-10787465,-10789525,-11906710,-10528666,-10658970,-11975602,-10856607,-10922142,3
1745,'2019/09/24 10:58:12:764',22,-5066571,-2436401,-4673624,-7963528,-9016726,-5202023,-7901588,-10466990,-10729390,-11254962,-2764845,-526345,-1777702,-6385271,-8359316,-6387068,-7767422,-8948351,-8954529,-9216937,-3293516,-658964,-2832448,-6976893,-8095629,-7899016,-6977390,-8156522,-9478560,-9938598,-7503233,-6386044,-7043200,-8555664,-5923943,-9146769,-6053455,-8288624,-8556948,-8623258,-9604221,-9474442,-9936540,-9607833,-7765631,-8817289,-5852477,-8815226,-9017750,-4937809,-7497043,-10921108,-10790038,-9737353,-9935251,-8026222,-6839111,-8683639,-6780018,-4608584,-11116425,-11579036,-9343105,-6253419,-8951446,-7572105,-7895666,-9607058,-7109752,-6384487,-12039846,-11580325,-6717826,-8166556,-11387318,-8759206,-9087401,-9612717,-10072494,-10203565,-12367266,-11973795,-7901841,-9086627,-11452338,-10534325,-11258304,-10665657,-11650239,-11518135,-12497051,-12431256,-10787465,-10789525,-11906710,-10528666,-10658970,-11975602,-10856607,-10922142,3
1746,'2019/09/24 10:58:12:796',22,-5001034,-2370609,-4804952,-8029063,-8950933,-5267816,-7770259,-10466990,-10794926,-11254962,-2699052,-526345,-1777959,-6385527,-8359315,-6387324,-7767423,-8882816,-9020321,-9216681,-3227723,-658964,-2898241,-6977149,-8095628,-7899016,-6977905,-8156778,-9478304,-9938599,-7502977,-6386299,-7043200,-8555920,-5923943,-9081233,-6053199,-8288624,-8557205,-8623514,-9604221,-9474444,-9936541,-9542297,-7765631,-8817032,-5918269,-8749690,-9017750,-4937808,-7628628,-10921108,-10790037,-9737353,-10000531,-8025964,-6904648,-8683639,-6780018,-4608328,-11116682,-11579036,-9277313,-6384747,-8886165,-7506569,-7895666,-9607058,-7109496,-6384486,-12105381,-11580325,-6652289,-8232349,-11387317,-8759207,-9087401,-9612717,-10072750,-10203822,-12367267,-11908004,-7901841,-9152419,-11386802,-10534326,-11323585,-10665657,-11584958,-11517879,-12497306,-12365720,-10721928,-10789525,-11906711,-10594202,-10658971,-12041394,-10791070,-10922398,3
1747,'2019/09/24 10:58:12:830',22,-5001034,-2436145,-4673880,-7963527,-9016726,-5333352,-7704466,-10466989,-10729390,-11254706,-2764587,-526345,-1777702,-6385271,-8359572,-6387325,-7767679,-8882815,-9020321,-9216682,-3293515,-658964,-2832448,-6977149,-8095628,-8030345,-6978161,-8091242,-9478305,-9938599,-7502977,-6451579,-7043200,-8555663,-5923944,-9146769,-6053198,-8288623,-8556949,-8689051,-9604221,-9474443,-9936541,-9542298,-7765631,-8817289,-5852733,-8749689,-9083287,-5003345,-7562835,-10921107,-10790038,-9737352,-9935251,-8026222,-6838855,-8683639,-6780018,-4608584,-11116426,-11579035,-9342849,-6318955,-8951445,-7572105,-7895665,-9541522,-7109753,-6384486,-12039845,-11580325,-6717825,-8166556,-11452854,-8759207,-9087401,-9547181,-10072494,-10203822,-12301732,-11973539,-7901841,-9086627,-11387058,-10534325,-11258048,-10731193,-11650239,-11517880,-12497051,-12431256,-10721929,-10789781,-11906711,-10594203,-10658971,-12041394,-10856862,-10856606,3
1748,'2019/09/24 10:58:12:861',22,-5066571,-2436401,-4673624,-7963527,-9016726,-5333352,-7704210,-10467246,-10729390,-11254962,-2830380,-526345,-1712166,-6385271,-8359316,-6453116,-7767680,-8948607,-9020321,-9216938,-3293516,-658964,-2766912,-6977149,-8095629,-7964809,-6978162,-8090987,-9478304,-9938599,-7503233,-6451579,-7043199,-8555664,-5923943,-9146769,-6053198,-8223344,-8556949,-8623515,-9604221,-9474443,-9936541,-9607578,-7765631,-8817545,-5852732,-8815226,-9083287,-5003345,-7497042,-10921108,-10790038,-9737353,-10000531,-8026222,-6838856,-8683639,-6780018,-4608328,-11116425,-11579036,-9343105,-6318954,-8885909,-7572105,-7895666,-9607057,-7109752,-6318950,-12105382,-11580325,-6718081,-8166556,-11387318,-8759462,-9087401,-9612716,-10072495,-10203821,-12367267,-11973539,-7901842,-9021091,-11387058,-10534069,-11258048,-10665657,-11650239,-11517880,-12497050,-12431000,-10721929,-10789525,-11906711,-10528666,-10659227,-12041395,-10856607,-10922398,3
1749,'2019/09/24 10:58:12:895',22,-5001034,-2436401,-4739417,-7963527,-8950933,-5333608,-7704466,-10466990,-10794926,-11254961,-2764588,-526345,-1777702,-6385527,-8359315,-6452860,-7767679,-8883073,-9020322,-9216938,-3227724,-658964,-2832449,-6977149,-8095628,-7964809,-6978162,-8156779,-9478561,-9873063,-7502977,-6451579,-7043200,-8555664,-5923943,-9146768,-6053199,-8288880,-8622741,-8623258,-9604222,-9474444,-9936797,-9542298,-7765631,-8817032,-5918269,-8815482,-9017751,-4937809,-7562836,-10921108,-10790038,-9737353,-10000531,-7960428,-6904648,-8683896,-6714481,-4608584,-11116425,-11579036,-9342849,-6318955,-8886165,-7572105,-7895666,-9607058,-7109496,-6384486,-12105382,-11645861,-6717826,-8166557,-11387318,-8759207,-9087401,-9612716,-10072494,-10138285,-12301731,-11908004,-7901841,-9086627,-11387058,-10534326,-11323840,-10665657,-11650494,-11517880,-12497049,-12431001,-10721930,-10789781,-11906710,-10594202,-10659227,-12041139,-10856862,-10922142,3
1750,'2019/09/24 10:58:12:929',22,-5066571,-2436401,-4739416,-7963527,-9016725,-5267816,-7704466,-10466990,-10729390,-11254962,-2764588,-526345,-1777701,-6385271,-8359316,-6452859,-7767679,-8882816,-9020321,-9216682,-3227979,-658964,-2832449,-6977148,-8095629,-7964553,-6977905,-8091242,-9478304,-9938599,-7503233,-6386298,-7043200,-8555664,-5923943,-9146769,-6053198,-8288624,-8557205,-8623515,-9603966,-9474444,-9871005,-9542298,-7765631,-8882825,-5852732,-8815225,-9083287,-4937809,-7628371,-10921107,-10790038,-9737352,-10000531,-8026222,-6838855,-8683640,-6780018,-4608584,-11116425,-11579036,-9342849,-6318954,-8951445,-7572105,-7895664,-9607056,-7109753,-6384486,-12105382,-11645605,-6652289,-8166557,-11387318,-8759207,-9087401,-9612716,-10072494,-10203822,-12367267,-11908004,-7836305,-9021090,-11386802,-10468790,-11258304,-10665657,-11584959,-11452344,-12497305,-12431000,-10721929,-10789525,-11906711,-10594202,-10659226,-12041139,-10856862,-10922397,3
1751,'2019/09/24 10:58:12:961',22,-5066571,-2436402,-4673880,-7963527,-9016726,-5267816,-7770259,-10466990,-10729389,-11254705,-2830381,-526345,-1777702,-6385271,-8359316,-6387324,-7767423,-8882815,-8954784,-9216938,-3293516,-658964,-2766912,-6976893,-8095628,-7964553,-6977648,-8156523,-9478304,-9938599,-7503233,-6451835,-7042943,-8555664,-5923944,-9146769,-6053198,-8288623,-8556949,-8623515,-9604221,-9474444,-9936541,-9542297,-7765631,-8882825,-5852477,-8815226,-9083287,-4937809,-7497043,-10921108,-10790039,-9737097,-9934996,-8091758,-6839111,-8683639,-6780018,-4608584,-11116425,-11644571,-9408641,-6253418,-8885909,-7572105,-7895665,-9606801,-7109752,-6319206,-12105381,-11645861,-6717826,-8166556,-11387317,-8759206,-9087400,-9612717,-10072494,-10203820,-12367267,-11973794,-7901842,-9021091,-11387058,-10534069,-11258048,-10665657,-11650239,-11517880,-12497050,-12431256,-10787465,-10723989,-11906710,-10594201,-10658970,-12041138,-10791326,-10856862,3
1752,'2019/09/24 10:58:12:995',22,-5001034,-2436145,-4673880,-7963528,-8950934,-5267816,-7835796,-10466990,-10729390,-11254706,-2764844,-526345,-1777702,-6385270,-8359316,-6387324,-7767422,-8882816,-8954528,-9216682,-3227979,-658964,-2832449,-6977149,-8095629,-7899016,-6977904,-8156779,-9478305,-9938599,-7503233,-6451579,-7043200,-8555919,-5923943,-9146769,-6052943,-8288624,-8622485,-8623514,-9604222,-9474443,-9936541,-9542297,-7765631,-8817288,-5918269,-8815226,-9017750,-4937809,-7562835,-10921108,-10724503,-9737353,-9935251,-8025965,-6904647,-8683640,-6714482,-4608584,-11116425,-11579035,-9277313,-6318954,-8885909,-7572105,-7895665,-9607058,-7044216,-6318950,-12105381,-11645605,-6717825,-8166557,-11387318,-8759207,-9087402,-9612717,-10072493,-10203821,-12367267,-11973539,-7901841,-9086626,-11386803,-10534326,-11258048,-10731193,-11650495,-11517880,-12497051,-12431000,-10787465,-10789526,-11906710,-10528666,-10593434,-12041139,-10856606,-10856604,3
1753,'2019/09/24 10:58:13:028',22,-5001033,-2436144,-4739416,-7963528,-8950933,-5267816,-7835795,-10466990,-10729389,-11254961,-2699051,-526345,-1843238,-6451063,-8359316,-6387325,-7767423,-8948351,-8954785,-9216937,-3227724,-658964,-2898241,-7042685,-8095629,-7899017,-6977904,-8091242,-9478561,-9938599,-7503233,-6451579,-7043200,-8555664,-5923943,-9146768,-6053198,-8288880,-8622741,-8623259,-9603966,-9474443,-9936541,-9607577,-7765631,-8751496,-5918269,-8815226,-9017751,-4937809,-7628628,-10921108,-10724502,-9802889,-10000531,-8025965,-6904648,-8683639,-6714482,-4608585,-11181962,-11579036,-9277312,-6384491,-8951445,-7572105,-7895665,-9607058,-7109496,-6384486,-12105382,-11580069,-6652290,-8232094,-11387318,-8759463,-9087401,-9612716,-10072495,-10203821,-12367267,-11973539,-7901842,-9086882,-11386802,-10468790,-11258304,-10731194,-11650239,-11517880,-12497050,-12496536,-10787465,-10789526,-11906711,-10528410,-10658970,-12041394,-10791070,-10856605,3
1754,'2019/09/24 10:58:13:061',22,-5001034,-2436145,-4739416,-8029063,-8951189,-5267816,-7770002,-10466989,-10729390,-11254961,-2764588,-526345,-1777702,-6385527,-8359315,-6387324,-7767423,-8882815,-9020065,-9216682,-3227979,-658964,-2832449,-7042429,-8095628,-7964553,-6977905,-8091242,-9413024,-9938599,-7503234,-6451834,-7043200,-8555664,-5923943,-9146769,-6053198,-8288624,-8622485,-8623514,-9604221,-9474443,-9936541,-9542298,-7765631,-8817288,-5918269,-8815226,-9083287,-4937809,-7628372,-10921108,-10724502,-9737353,-10000531,-8026221,-6839112,-8683639,-6780017,-4608584,-11181961,-11579036,-9277569,-6318955,-8886165,-7572105,-7895666,-9607058,-7109752,-6384742,-12105382,-11645604,-6652290,-8232093,-11387318,-8759207,-9087401,-9612715,-10072494,-10203822,-12301731,-11973539,-7901841,-9086627,-11386802,-10534070,-11258048,-10665658,-11650239,-11517879,-12497050,-12496536,-10787465,-10789525,-11906710,-10593946,-10593434,-12041138,-10856606,-10856605,3
1755,'2019/09/24 10:58:13:094',22,-5001034,-2436145,-4673880,-8029062,-9016470,-5333352,-7638674,-10466990,-10729390,-11254706,-2764844,-526345,-1777701,-6385271,-8359316,-6452860,-7833215,-8948352,-8954785,-9216937,-3293516,-658964,-2832448,-6977149,-8095629,-8030345,-6978162,-8156523,-9478305,-9938599,-7503233,-6451835,-7043200,-8555664,-5923943,-9146768,-6053199,-8288624,-8556949,-8623515,-9604222,-9474443,-9936540,-9607834,-7765631,-8817288,-5852732,-8749690,-9083286,-5003345,-7562835,-10855572,-10790038,-9737353,-9935251,-8026221,-6839111,-8683640,-6780018,-4608584,-11116426,-11579036,-9277569,-6318955,-8951445,-7572106,-7895666,-9607058,-7109752,-6384742,-12039845,-11645605,-6717825,-8232092,-11387317,-8759462,-9087401,-9612460,-10072494,-10203822,-12367267,-11973540,-7901841,-9086882,-11386802,-10534325,-11258049,-10665657,-11584958,-11517879,-12497051,-12431000,-10787465,-10789525,-11906711,-10528409,-10658970,-12041139,-10856606,-10856605,3
1756,'2019/09/24 10:58:13:128',22,-5001034,-2436145,-4739416,-7963527,-8950933,-5399145,-7638418,-10466990,-10729389,-11254705,-2764587,-526345,-1777702,-6385527,-8359316,-6453116,-7833472,-8883073,-9020321,-9282473,-3227723,-658964,-2832449,-7042685,-8095629,-8030346,-6978162,-8091243,-9478561,-9938599,-7502977,-6451580,-7108481,-8555919,-5923943,-9146768,-6053199,-8288880,-8557205,-8623514,-9604221,-9474444,-9936540,-9607833,-7765631,-8751496,-5918269,-8815226,-9017750,-4937809,-7628628,-10921108,-10724502,-9737353,-10000532,-7960429,-6904648,-8683896,-6714482,-4608585,-11181962,-11579036,-9277313,-6319212,-8951702,-7572106,-7895666,-9607058,-7109752,-6384742,-12105381,-11580069,-6652290,-8232093,-11387318,-8759462,-9152938,-9612716,-10072494,-10203821,-12367267,-11908004,-7901841,-9152163,-11452337,-10534325,-11323584,-10665657,-11650239,-11518135,-12497050,-12431001,-10787465,-10789525,-11906711,-10528410,-10593434,-12041138,-10791070,-10856605,3
